YEAR,SERIAL,MONTH,HWTFINL,CPSID,ASECFLAG,STATEFIP,COUNTY,PERNUM,WTFINL,CPSIDP,CPSIDV,AGE,SEX,RACE,HISPAN,EMPSTAT,OCC,IND,DURUNEMP,EDUC,LNKFW1MWT,LowWage,TreatState,status_next_month,found_job,Post,monthly_cases,log_monthly_cases
2021,6196,2,3730.5384,20191200639600,,6,6037,1,3730.5384,20191200639601,201912006396011,47,2,100,100,21,4010,8680,20,92,4139.6718,1,0,21.0,0,0,1981322.0,14.499275361354819
2021,6196,2,3730.5384,20191200639600,,6,6037,2,3625.5553,20191200639602,201912006396022,51,1,100,0,21,5000,7970,2,123,3919.6245,0,0,21.0,0,0,1981322.0,14.499275361354819
2021,6327,2,4259.1547,20191200652200,,6,6037,1,4259.1547,20191200652201,201912006522011,59,2,651,0,21,4510,8980,44,111,4709.9269,0,0,21.0,0,0,1981322.0,14.499275361354819
2021,6387,2,4156.0262,20191200657300,,6,0,1,3595.1936,20191200657301,201912006573011,55,1,100,0,21,4760,4870,48,91,3830.5095,1,0,21.0,0,0,1981322.0,14.499275361354819
2021,6485,2,4043.1798,20191200667700,,6,6059,1,4043.1798,20191200667701,201912006677012,50,2,651,0,21,4521,8990,35,73,4594.4195,0,0,21.0,0,0,1981322.0,14.499275361354819
2021,6510,2,4053.9428,20191200670100,,6,6037,2,3529.3822,20191200670102,201912006701021,30,2,100,100,21,4230,9290,39,73,4001.8856,0,0,34.0,0,0,1981322.0,14.499275361354819
2021,6781,2,3617.1219,20191200700700,,6,6037,1,3617.1219,20191200700701,201912007007011,48,2,651,0,21,4510,8980,52,111,3850.5199,0,0,21.0,0,0,1981322.0,14.499275361354819
2021,6781,2,3617.1219,20191200700700,,6,6037,2,3485.3473,20191200700704,201912007007042,47,1,651,0,21,9640,170,12,71,3719.5647,0,0,34.0,0,0,1981322.0,14.499275361354819
2021,6899,2,4141.0045,20191200713500,,6,6029,2,4141.0045,20191200713502,201912007135021,29,2,100,100,21,4220,7690,1,81,4621.6072,0,0,10.0,1,0,1981322.0,14.499275361354819
2021,7059,2,4202.4334,20191200729800,,6,6037,1,3559.6661,20191200729801,201912007298011,74,1,100,100,21,10,7690,2,111,3872.0271,0,0,36.0,0,0,1981322.0,14.499275361354819
2021,7202,2,3972.3287,20191200742400,,6,0,2,4664.8203,20191200742402,201912007424021,23,1,100,100,21,6260,770,5,81,5682.2754,0,0,10.0,1,0,1981322.0,14.499275361354819
2021,7215,2,4276.1278,20191200743500,,6,6073,2,4276.1278,20191200743502,201912007435022,33,2,100,0,21,3255,8180,35,111,4665.4425,0,0,10.0,1,0,1981322.0,14.499275361354819
2021,7295,2,4371.8212,20191200750400,,6,6029,1,4371.8212,20191200750401,201912007504011,51,2,100,100,21,5610,6290,6,73,4900.5637,0,0,21.0,0,0,1981322.0,14.499275361354819
2021,7295,2,4371.8212,20191200750400,,6,6029,2,4654.843,20191200750402,201912007504021,39,1,100,100,21,5610,6290,6,10,5253.7154,0,0,21.0,0,0,1981322.0,14.499275361354819
2021,7517,2,3991.3545,20191200771500,,6,0,2,3991.3545,20191200771502,201912007715021,54,2,100,0,21,5310,9570,17,81,4340.3365,0,0,21.0,0,0,1981322.0,14.499275361354819
2021,7524,2,4347.9096,20191200771900,,6,6053,1,4347.9096,20191200771901,201912007719012,36,1,651,0,21,2850,8564,43,81,4814.2937,1,0,32.0,0,0,1981322.0,14.499275361354819
2021,7647,2,4269.1552,20191200782400,,6,6037,2,4295.2905,20191200782403,201912007824031,46,1,100,100,21,9141,6290,47,111,4666.4917,0,0,10.0,1,0,1981322.0,14.499275361354819
2021,8499,2,3559.6661,20191200869800,,6,6037,4,3658.6589,20191200869804,201912008698042,33,2,100,100,21,2633,5470,52,20,4148.4695,1,0,34.0,0,0,1981322.0,14.499275361354819
2021,8559,2,3559.1685,20191200875100,,6,0,2,3559.1685,20191200875102,201912008751021,47,2,651,0,21,710,7380,113,123,3788.827,0,0,21.0,0,0,1981322.0,14.499275361354819
2021,8818,2,4421.6105,20191200902000,,6,0,2,5152.9611,20191200902002,201912009020021,33,1,100,100,21,4220,7690,31,73,5711.7764,0,0,21.0,0,0,1981322.0,14.499275361354819
2021,8856,2,3732.5977,20191200906900,,6,0,1,3350.2086,20191200906901,201912009069011,69,1,100,0,21,4850,3960,48,81,3532.2979,0,0,21.0,0,0,1981322.0,14.499275361354819
2021,8895,2,4187.5586,20191200911000,,6,0,1,4187.5586,20191200911001,201912009110012,27,2,100,100,21,5860,7970,43,81,4673.5644,0,0,10.0,1,0,1981322.0,14.499275361354819
2021,9010,2,3505.847,20191200923400,,6,0,1,3505.847,20191200923401,201912009234011,64,2,100,0,21,710,7390,10,123,3753.8586,0,0,12.0,1,0,1981322.0,14.499275361354819
2021,9325,2,4017.1131,20191200953100,,6,0,1,4017.1131,20191200953101,201912009531011,38,1,100,0,21,9640,6470,52,71,4429.0254,0,0,21.0,0,0,1981322.0,14.499275361354819
2021,9334,2,3721.1999,20191200953700,,6,0,1,3721.1999,20191200953701,201912009537011,49,2,100,0,21,4700,5370,48,125,4073.4899,1,0,21.0,0,0,1981322.0,14.499275361354819
2021,9753,2,4690.5239,20191200995700,,8,0,1,4690.5239,20191200995701,201912009957011,42,2,200,0,21,9640,6380,6,71,5504.639,0,0,10.0,1,0,236571.0,12.37400788032805
2021,9804,2,3749.9739,20191201001800,,8,0,1,3749.9739,20191201001802,201912010018021,57,2,100,0,21,2205,7870,16,124,3904.3263,0,0,34.0,0,0,236571.0,12.37400788032805
2021,9866,2,3968.0436,20191201007500,,8,8069,2,3968.0436,20191201007502,201912010075021,47,2,100,0,21,3030,8380,14,123,4223.6993,0,0,34.0,0,0,236571.0,12.37400788032805
2021,10267,2,2789.3945,20191201048300,,8,8123,2,3264.8353,20191201048303,201912010483031,43,1,100,0,21,310,8680,41,111,3605.3726,1,0,21.0,0,0,236571.0,12.37400788032805
2021,10272,2,2789.3945,20191201049100,,8,8123,2,3535.8014,20191201049105,201912010491051,42,1,100,100,21,6950,490,26,73,3963.474,0,0,21.0,0,0,236571.0,12.37400788032805
2021,10536,2,2766.6367,20191201073600,,9,0,1,2683.9103,20191201073601,201912010736011,71,1,100,0,21,1360,7290,8,111,2924.367,0,0,10.0,1,0,214502.0,12.276079003266391
2021,10597,2,3254.1333,20191201079400,,9,0,1,3254.1333,20191201079401,201912010794011,30,2,100,0,21,4110,8680,48,111,3463.8947,1,0,21.0,0,0,214502.0,12.276079003266391
2021,10731,2,2809.7966,20191201094300,,9,9009,1,2895.2183,20191201094301,201912010943011,59,1,100,0,21,6305,770,8,30,3187.8213,0,0,10.0,1,0,214502.0,12.276079003266391
2021,11637,2,1171.6723,20191201187600,,10,10001,2,1171.6723,20191201187602,201912011876021,26,2,200,0,21,4622,8270,8,123,1505.0841,0,0,21.0,0,0,65474.0,11.089423669375913
2021,11673,2,1078.5349,20191201190500,,10,10005,1,1078.5349,20191201190501,201912011905011,27,1,100,0,21,4540,8590,5,73,1232.3607,1,0,10.0,1,0,65474.0,11.089423669375913
2021,11808,2,721.4902,20191201201900,,10,10003,1,708.6386,20191201201901,201912012019011,64,1,100,0,21,1530,3580,7,123,789.5958,0,0,21.0,0,0,65474.0,11.089423669375913
2021,11884,2,1077.2,20191201210300,,10,10001,2,787.7912,20191201210306,201912012103061,45,1,100,0,21,4251,7770,11,73,890.863,0,0,10.0,1,0,65474.0,11.089423669375913
2021,13503,2,3327.1774,20191201373400,,12,12105,5,4204.4513,20191201373405,201912013734051,24,2,100,200,21,5740,770,48,81,4698.213,0,1,21.0,0,0,1417311.0,14.164272677922229
2021,13793,2,3772.4996,20191201403600,,12,0,2,3802.6252,20191201403602,201912014036021,30,1,100,0,21,5610,7780,56,81,4138.56,0,1,21.0,0,0,1417311.0,14.164272677922229
2021,13833,2,5890.5445,20191201408400,,12,12011,2,5509.9734,20191201408403,201912014084031,30,2,200,0,21,1970,9170,44,81,6321.9468,0,1,10.0,1,0,1417311.0,14.164272677922229
2021,13885,2,3453.0981,20191201414800,,12,12011,1,3453.0981,20191201414801,201912014148012,43,2,100,0,21,4230,7690,4,123,3638.626,0,1,21.0,0,0,1417311.0,14.164272677922229
2021,13885,2,3453.0981,20191201414800,,12,12011,4,4185.9438,20191201414802,201912014148022,19,2,100,0,21,4230,7690,3,81,4485.1617,0,1,21.0,0,0,1417311.0,14.164272677922229
2021,14900,2,4391.0325,20191201517200,,12,12099,2,3689.5733,20191201517202,201912015172021,25,2,100,400,21,3640,7980,6,91,3982.7953,0,1,34.0,0,0,1417311.0,14.164272677922229
2021,15292,2,4717.8671,20191201556400,,12,12086,2,6138.7013,20191201556403,201912015564031,21,2,200,0,21,5330,6890,2,81,6973.9748,0,1,34.0,0,0,1417311.0,14.164272677922229
2021,15391,2,4473.321,20191201566100,,12,12057,4,3462.8115,20191201566104,201912015661041,42,1,200,0,21,9122,6180,1,81,3789.7465,0,1,21.0,0,0,1417311.0,14.164272677922229
2021,15469,2,3561.3535,20191201574700,,12,12103,1,3561.3535,20191201574701,201912015747011,66,2,100,0,21,4110,8680,17,81,3744.1984,1,1,21.0,0,0,1417311.0,14.164272677922229
2021,15634,2,4943.3689,20191201591400,,12,12086,1,4943.3689,20191201591401,201912015914011,54,2,100,300,21,4220,8590,17,73,5505.3626,1,1,34.0,0,0,1417311.0,14.164272677922229
2021,16382,2,4143.6016,20191201668500,,12,0,2,4143.6016,20191201668502,201912016685022,52,2,100,0,21,5860,8590,12,92,4476.7244,1,1,34.0,0,0,1417311.0,14.164272677922229
2021,16879,2,4356.5883,20191201722000,,13,0,1,5785.3477,20191201722001,201912017220011,49,1,100,612,21,2700,6570,48,111,6207.357,0,1,21.0,0,0,732838.0,13.504681311449913
2021,16879,2,4356.5883,20191201722000,,13,0,2,4356.5883,20191201722002,201912017220021,41,2,100,612,21,2920,6570,48,123,4681.3691,0,1,21.0,0,0,732838.0,13.504681311449913
2021,17293,2,3630.5211,20191201763000,,13,0,2,4366.1494,20191201763002,201912017630021,39,1,100,100,21,6230,770,8,40,4914.3576,0,1,10.0,1,0,732838.0,13.504681311449913
2021,17320,2,5608.0029,20191201764900,,13,13063,1,5608.0029,20191201764901,201912017649011,23,1,200,0,21,4020,8680,2,81,6259.2432,1,1,21.0,0,0,732838.0,13.504681311449913
2021,17530,2,4092.925,20191201783800,,13,0,1,4092.925,20191201783801,201912017838011,26,2,100,0,21,9620,6390,104,73,4506.6215,0,1,10.0,1,0,732838.0,13.504681311449913
2021,17757,2,3859.7359,20191201808000,,13,0,3,3173.7122,20191201808002,201912018080022,25,2,200,0,21,4230,8660,2,73,3649.7771,1,1,34.0,0,0,732838.0,13.504681311449913
2021,18752,2,690.7156,20191201916000,,15,15003,1,598.6264,20191201916001,201912019160012,58,1,651,0,21,440,2070,14,111,651.8752,0,0,21.0,0,0,12562.0,9.438511265004419
2021,19283,2,937.1307,20191201970300,,16,0,1,937.1307,20191201970301,201912019703011,54,2,100,0,21,4600,8470,2,111,998.6245,0,1,10.0,1,0,62164.0,11.037547419387037
2021,19511,2,791.3665,20191201992300,,16,0,1,791.3665,20191201992301,201912019923011,26,1,100,0,21,9645,5593,2,73,847.781,1,1,10.0,1,0,62164.0,11.037547419387037
2021,20266,2,4001.8659,20191202070300,,17,0,1,4001.8659,20191202070301,201912020703012,75,1,100,100,21,5240,8660,8,91,4466.1319,1,0,21.0,0,0,460978.0,13.041107767795873
2021,20415,2,3714.936,20191202087700,,17,0,1,3714.936,20191202087701,201912020877011,61,2,100,0,21,3602,8170,21,73,3930.1853,0,0,21.0,0,0,460978.0,13.041107767795873
2021,20577,2,4161.9178,20191202105600,,17,0,3,4947.9853,20191202105603,201912021056031,19,1,100,0,21,4010,8680,14,73,5550.0902,1,0,10.0,1,0,460978.0,13.041107767795873
2021,21018,2,3341.3499,20191202147100,,17,0,1,3341.3499,20191202147101,201912021471011,70,2,100,0,21,4621,8590,31,111,3493.5196,1,0,21.0,0,0,460978.0,13.041107767795873
2021,21023,2,3924.4931,20191202148000,,17,0,1,3924.4931,20191202148001,201912021480011,50,2,100,0,21,220,770,10,123,4216.6097,0,0,21.0,0,0,460978.0,13.041107767795873
2021,21023,2,3924.4931,20191202148000,,17,0,3,4537.0065,20191202148003,201912021480031,18,1,100,0,21,220,770,11,73,5089.1007,0,0,21.0,0,0,460978.0,13.041107767795873
2021,21227,2,3816.2296,20191202166800,,17,17111,4,4537.0065,20191202166804,201912021668041,19,1,100,0,21,4760,4795,10,73,5089.1007,1,0,34.0,0,0,460978.0,13.041107767795873
2021,21246,2,3406.374,20191202168200,,17,17119,2,3406.374,20191202168202,201912021682021,60,2,100,0,21,4110,8680,13,81,3603.7447,1,0,10.0,1,0,460978.0,13.041107767795873
2021,21369,2,3816.2296,20191202178600,,17,0,2,3642.0673,20191202178602,201912021786021,46,1,100,0,21,6730,770,31,73,4040.5632,0,0,21.0,0,0,460978.0,13.041107767795873
2021,21413,2,3406.374,20191202182400,,17,0,2,3406.374,20191202182402,201912021824021,62,2,100,0,21,5910,6480,104,111,3603.7447,0,0,21.0,0,0,460978.0,13.041107767795873
2021,21444,2,3406.374,20191202185900,,17,17163,1,3276.1338,20191202185901,201912021859011,63,1,100,0,21,102,7390,26,123,3581.2594,0,0,34.0,0,0,460978.0,13.041107767795873
2021,21667,2,3680.5699,20191202208900,,17,0,1,3368.9557,20191202208901,201912022089011,53,1,100,0,21,4220,8660,4,73,3736.8453,1,0,21.0,0,0,460978.0,13.041107767795873
2021,21667,2,3680.5699,20191202208900,,17,0,2,3680.5699,20191202208902,201912022089021,35,2,200,0,21,4950,9170,9,73,4229.254,0,0,21.0,0,0,460978.0,13.041107767795873
2021,21855,2,4498.4666,20191202228000,,17,0,1,4498.4666,20191202228001,201912022280011,35,2,100,0,21,9620,3960,7,81,5148.7856,0,0,10.0,1,0,460978.0,13.041107767795873
2021,22195,2,5175.4459,20191202260200,,18,0,1,5175.4459,20191202260201,201912022602011,33,2,200,0,21,4200,7071,7,73,6208.1682,0,1,21.0,0,0,274352.0,12.52217087736446
2021,22709,2,3487.8934,20191202314800,,18,0,3,3793.8216,20191202314802,201912023148021,17,2,100,0,21,4230,8680,11,50,4249.8733,1,1,34.0,0,0,274352.0,12.52217087736446
2021,22862,2,3406.9178,20191202330800,,18,18089,1,3406.9178,20191202330801,201912023308011,45,1,100,0,21,9620,7390,7,73,3648.6863,0,1,21.0,0,0,274352.0,12.52217087736446
2021,23181,2,2228.3536,20191202363500,,19,0,4,2606.2954,20191202363504,201912023635041,18,1,100,0,21,5160,6870,3,81,2738.3781,0,1,21.0,0,0,127148.0,11.753114906092637
2021,23246,2,2143.0093,20191202370700,,19,0,1,2221.384,20191202370701,201912023707011,66,1,100,100,21,6050,1080,104,73,2297.1951,0,1,34.0,0,0,127148.0,11.753114906092637
2021,23935,2,1897.1675,20191202438100,,20,20091,1,1897.1675,20191202438101,201912024381011,57,2,100,0,21,3255,8170,12,111,2001.5381,0,0,10.0,1,0,143735.0,11.875733562612409
2021,24034,2,1778.0252,20191202447200,,20,20091,1,1778.0252,20191202447201,201912024472012,57,2,100,0,21,9050,6070,44,92,1875.8413,0,0,21.0,0,0,143735.0,11.875733562612409
2021,24270,2,2455.0542,20191202471900,,20,0,2,2914.5233,20191202471902,201912024719021,27,1,100,0,21,6442,2070,8,73,3270.0767,0,0,10.0,1,0,143735.0,11.875733562612409
2021,24662,2,4271.4065,20191202510700,,21,21067,4,3404.8551,20191202510704,201912025107041,19,1,100,0,21,4010,8680,1,81,3788.7047,1,0,10.0,1,0,320869.0,12.678791335660138
2021,24875,2,2943.9171,20191202533800,,21,0,2,2943.9171,20191202533802,201912025338021,25,2,100,0,21,3603,8090,2,81,3237.5241,0,0,34.0,0,0,320869.0,12.678791335660138
2021,25478,2,3489.6276,20191202596700,,21,0,2,3489.6276,20191202596702,201912025967021,23,2,651,0,21,2360,8680,26,73,3754.7847,1,0,34.0,0,0,320869.0,12.678791335660138
2021,25980,2,1781.2349,20191202650700,,22,0,2,1664.1404,20191202650702,201912026507022,54,1,100,0,21,4210,7770,21,73,1757.7322,0,1,21.0,0,0,235583.0,12.369822816738694
2021,26221,2,1671.5948,20191202674700,,22,22051,1,1671.5948,20191202674701,201912026747011,78,2,100,0,21,4600,8470,30,73,1715.202,0,1,34.0,0,0,235583.0,12.369822816738694
2021,26236,2,1715.2959,20191202676200,,22,22051,2,1637.8854,20191202676202,201912026762021,52,1,200,0,21,4251,7770,52,73,1745.678,0,1,32.0,0,0,235583.0,12.369822816738694
2021,26668,2,1689.7781,20191202718900,,22,0,1,1510.5779,20191202718901,201912027189011,58,1,100,0,21,6260,770,44,71,1572.4259,0,1,21.0,0,0,235583.0,12.369822816738694
2021,27601,2,1433.7952,20191202811300,,23,0,2,1709.625,20191202811302,201912028113021,57,1,100,611,21,6305,770,19,73,1914.4341,0,0,21.0,0,0,40085.0,10.598782425153532
2021,27899,2,1797.8548,20191202840700,,23,23005,1,1797.8548,20191202840701,201912028407011,48,2,100,0,21,5860,7860,24,111,1962.2986,0,0,21.0,0,0,40085.0,10.598782425153532
2021,28105,2,3135.2947,20191202863000,,24,0,2,3897.8208,20191202863002,201912028630021,31,2,100,0,21,5860,6180,25,123,4190.6967,0,1,21.0,0,0,215424.0,12.280368100107967
2021,28819,2,2996.5061,20191202936100,,25,25025,2,4437.0434,20191202936101,201912029361011,53,2,200,0,21,800,7280,48,81,4846.2832,0,0,21.0,0,0,434870.0,12.982804714366525
2021,28819,2,2996.5061,20191202936100,,25,25025,3,2996.5061,20191202936103,201912029361031,20,2,200,0,21,9640,6380,12,73,3423.2291,0,0,21.0,0,0,434870.0,12.982804714366525
2021,28935,2,2411.8242,20191202950100,,25,25027,3,3268.1805,20191202950103,201912029501031,22,1,200,0,21,4810,6991,47,92,3507.4111,0,0,21.0,0,0,434870.0,12.982804714366525
2021,29297,2,2917.42,20191202988100,,25,25017,4,2747.1559,20191202988104,201912029881041,26,1,100,0,21,9130,8680,48,111,2893.742,1,0,21.0,0,0,434870.0,12.982804714366525
2021,29297,2,2917.42,20191202988100,,25,25017,5,2747.1559,20191202988105,201912029881051,28,1,100,0,21,4622,8590,48,111,2893.742,1,0,21.0,0,0,434870.0,12.982804714366525
2021,29324,2,3200.1388,20191202990600,,25,25027,1,2581.4474,20191202990601,201912029906011,36,1,100,0,21,7200,8770,4,111,2729.1731,0,0,21.0,0,0,434870.0,12.982804714366525
2021,29643,2,2872.6069,20191203021600,,25,25017,2,2497.2278,20191203021603,201912030216031,42,1,100,0,21,5240,6290,48,71,2645.1332,0,0,21.0,0,0,434870.0,12.982804714366525
2021,29810,2,3361.1677,20191203040900,,25,25017,1,3361.1677,20191203040901,201912030409011,51,2,100,0,21,110,6991,8,123,3657.4522,0,0,21.0,0,0,434870.0,12.982804714366525
2021,29869,2,3624.2294,20191203045700,,25,25021,4,2348.4953,20191203045704,201912030457042,27,1,651,0,21,8950,4972,48,111,2598.9194,1,0,21.0,0,0,434870.0,12.982804714366525
2021,29907,2,3143.2654,20191203048600,,25,25021,2,3143.2654,20191203048602,201912030486021,57,2,100,0,21,3601,8170,22,73,3367.8395,0,0,21.0,0,0,434870.0,12.982804714366525
2021,29924,2,2973.9026,20191203049900,,25,25009,1,2973.9026,20191203049901,201912030499011,24,2,200,200,21,4760,1190,104,73,3511.2468,0,0,34.0,0,0,434870.0,12.982804714366525
2021,30194,2,3791.503,20191203076200,,26,26163,1,3791.503,20191203076201,201912030762011,66,2,100,0,21,4600,9290,48,92,3946.1557,0,0,21.0,0,0,263656.0,12.482404294957005
2021,30217,2,3442.0488,20191203080000,,26,26081,1,3442.0488,20191203080001,201912030800011,42,2,100,0,21,7700,2390,10,81,3734.9868,0,0,34.0,0,0,263656.0,12.482404294957005
2021,31210,2,3218.021,20191203176200,,26,26005,1,3512.8714,20191203176201,201912031762011,72,1,100,0,21,6660,7290,9,92,3712.8328,0,0,10.0,1,0,263656.0,12.482404294957005
2021,31247,2,3779.6404,20191203180300,,26,0,1,3779.6404,20191203180301,201912031803011,54,2,100,0,21,6230,770,4,81,4042.5173,0,0,21.0,0,0,263656.0,12.482404294957005
2021,31671,2,3122.0409,20191203222900,,26,26115,1,3553.7362,20191203222901,201912032229011,67,1,100,0,21,4251,8590,12,91,3756.0237,1,0,10.0,1,0,263656.0,12.482404294957005
2021,31863,2,5361.4773,20191203242100,,27,0,2,5361.4773,20191203242102,201912032421021,41,2,300,0,21,3602,8170,6,91,5870.7203,0,0,34.0,0,0,163124.0,12.002272057059095
2021,32214,2,4008.7149,20191203274600,,27,27003,2,4008.7149,20191203274602,201912032746021,29,2,651,0,21,4110,8680,12,73,4458.317,1,0,21.0,0,0,163124.0,12.002272057059095
2021,32375,2,3887.0565,20191203291400,,27,0,1,3887.0565,20191203291401,201912032914011,32,1,100,0,21,8225,770,11,81,4136.8916,0,0,21.0,0,0,163124.0,12.002272057059095
2021,32419,2,3087.6652,20191203295400,,27,0,2,4742.2621,20191203295402,201912032954021,22,1,100,0,21,9645,6290,30,91,5149.2744,0,0,10.0,1,0,163124.0,12.002272057059095
2021,32423,2,2865.8147,20191203295900,,27,0,1,2865.8147,20191203295901,201912032959011,60,2,100,0,21,4830,7670,12,92,3101.5549,0,0,21.0,0,0,163124.0,12.002272057059095
2021,32965,2,1138.5028,20191203353300,,28,0,1,1138.5028,20191203353301,201912033533011,60,2,200,0,21,5400,7270,16,92,1282.4048,0,1,32.0,0,0,156481.0,11.96069626637306
2021,32965,2,1138.5028,20191203353300,,28,0,2,1359.0609,20191203353302,201912033533021,19,2,200,0,21,4720,5391,39,81,1614.9318,1,1,34.0,0,0,156481.0,11.96069626637306
2021,33953,2,6121.065,20191203457600,,29,0,1,6121.065,20191203457601,201912034576012,60,1,200,0,21,2360,8370,31,111,6578.8298,0,1,21.0,0,0,195041.0,12.180970198969332
2021,34237,2,3109.6429,20191203488600,,29,29071,1,3541.3038,20191203488601,201912034886011,67,1,100,0,21,440,3170,1,73,3691.1965,0,1,10.0,1,0,195041.0,12.180970198969332
2021,34577,2,3494.2515,20191203521000,,29,0,3,3363.902,20191203521004,201912035210041,33,1,100,0,21,6410,770,9,81,3700.4036,0,1,21.0,0,0,195041.0,12.180970198969332
2021,34799,2,3032.9338,20191203544200,,29,0,2,3504.9781,20191203544202,201912035442021,59,1,100,0,21,4130,8680,7,81,3691.7992,1,1,10.0,1,0,195041.0,12.180970198969332
2021,35197,2,554.3588,20191203584100,,30,0,1,554.3588,20191203584101,201912035841011,65,2,100,0,21,5740,3570,108,81,582.5123,0,1,36.0,0,0,45803.0,10.73212670253323
2021,35538,2,597.1535,20191203619900,,30,0,1,597.1535,20191203619901,201912036199011,35,2,100,0,21,4252,7770,13,91,708.577,0,1,34.0,0,0,45803.0,10.73212670253323
